accommodates,bathrooms,bedrooms,beds,host_total_listings_count,minimum_nights,number_of_reviews,price,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value
1.0,1.0,1.0,1.0,4.0,5.0,6.0,77.0,10.0,10.0,10.0,10.0,9.0,97.0,10.0
6.0,2.0,3.0,0.0,4.0,2.0,4.0,337.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,2.0,78.0,119.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,2.0,11.0,129.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,4.0,2.0,104.0,79.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,2.0,174.0,125.0,9.0,10.0,9.0,10.0,10.0,94.0,9.0
8.0,2.0,4.0,5.0,4.0,6.0,19.0,1200.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
1.0,2.0,1.0,1.0,4.0,2.0,60.0,75.0,9.0,10.0,9.0,10.0,9.0,96.0,9.0
3.0,1.0,1.0,3.0,4.0,1.0,17.0,117.0,10.0,9.0,10.0,10.0,10.0,95.0,10.0
1.0,2.0,3.0,1.0,4.0,1.0,24.0,69.0,10.0,9.0,10.0,10.0,9.0,96.0,9.0
1.0,1.0,0.0,1.0,4.0,1.0,2.0,47.0,10.0,10.0,10.0,10.0,10.0,90.0,9.0
2.0,2.0,1.0,1.0,4.0,1.0,21.0,72.0,10.0,10.0,10.0,10.0,9.0,94.0,9.0
1.0,1.0,1.0,1.0,4.0,2.0,83.0,99.0,10.0,10.0,9.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,4.0,30.0,6.0,115.0,10.0,10.0,10.0,10.0,10.0,100.0,9.0
2.0,1.0,1.0,1.0,4.0,30.0,26.0,120.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,4.0,30.0,36.0,195.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
4.0,2.0,2.0,2.0,4.0,30.0,32.0,375.0,10.0,10.0,9.0,10.0,10.0,96.0,9.0
2.0,1.0,0.0,1.0,4.0,32.0,3.0,69.0,9.0,10.0,9.0,9.0,9.0,87.0,9.0
6.0,2.0,2.0,2.0,4.0,3.0,3.0,425.0,9.0,9.0,10.0,9.0,10.0,100.0,9.0
2.0,1.0,1.0,1.0,4.0,30.0,40.0,120.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,23.0,99.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
10.0,3.5,4.0,5.0,4.0,2.0,64.0,600.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
10.0,3.5,4.0,5.0,4.0,2.0,37.0,495.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,3.0,150.0,9.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,246.0,95.0,9.0,9.0,9.0,9.0,10.0,86.0,9.0
6.0,2.0,3.0,3.0,4.0,30.0,18.0,500.0,9.0,9.0,8.0,9.0,10.0,86.0,8.0
2.0,1.0,1.0,1.0,4.0,2.0,9.0,69.0,9.0,9.0,10.0,10.0,10.0,96.0,10.0
6.0,2.0,3.0,3.0,4.0,2.0,0.0,1000.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,3.0,3.0,3.0,4.0,1.0,26.0,499.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,142.0,79.0,9.0,10.0,9.0,9.0,9.0,90.0,9.0
2.0,1.0,1.0,1.0,4.0,30.0,38.0,166.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
2.0,1.0,0.0,1.0,4.0,30.0,20.0,199.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
12.0,2.0,4.0,6.0,4.0,3.0,87.0,650.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
2.0,0.0,1.0,1.0,4.0,3.0,1.0,95.0,10.0,10.0,10.0,10.0,8.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,149.0,89.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
1.0,1.0,1.0,1.0,4.0,2.0,151.0,65.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.0,4.0,4.0,4.0,2.0,17.0,390.0,10.0,10.0,9.0,10.0,10.0,98.0,9.0
4.0,2.0,1.0,4.0,4.0,30.0,0.0,31.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
3.0,1.0,1.0,1.0,4.0,3.0,36.0,275.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
5.0,1.0,2.0,3.0,4.0,31.0,92.0,240.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
4.0,1.0,2.0,2.0,4.0,3.0,36.0,298.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
4.0,1.0,2.0,2.0,4.0,30.0,19.0,220.0,9.0,10.0,9.0,9.0,10.0,93.0,9.0
2.0,1.0,1.0,2.0,4.0,1.0,0.0,35.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
3.0,1.0,1.0,3.0,4.0,1.0,196.0,60.0,9.0,9.0,7.0,9.0,8.0,80.0,8.0
2.0,1.0,1.0,1.0,4.0,2.0,274.0,69.0,10.0,10.0,10.0,10.0,8.0,94.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,266.0,69.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,279.0,69.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,296.0,69.0,10.0,10.0,10.0,10.0,8.0,94.0,9.0
1.0,1.0,1.0,1.0,4.0,2.0,2.0,67.0,9.0,10.0,7.0,7.0,9.0,60.0,6.0
2.0,1.0,1.0,1.0,4.0,1.0,7.0,78.0,8.0,10.0,8.0,10.0,8.0,83.0,8.0
2.0,1.0,1.0,1.0,4.0,2.0,104.0,97.0,9.0,10.0,9.0,10.0,9.0,91.0,9.0
2.0,1.0,1.0,1.0,4.0,3.0,90.0,70.0,10.0,10.0,9.0,10.0,10.0,96.0,10.0
2.0,1.0,1.0,1.0,4.0,3.0,32.0,85.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,3.0,50.0,75.0,9.0,10.0,10.0,10.0,9.0,89.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,67.0,100.0,10.0,10.0,10.0,9.0,9.0,94.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,104.0,100.0,10.0,10.0,10.0,9.0,9.0,94.0,9.0
2.0,1.0,1.0,1.0,4.0,3.0,154.0,90.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,55.0,100.0,10.0,10.0,10.0,9.0,9.0,93.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,4.0,73.0,8.0,8.0,8.0,8.0,9.0,90.0,8.0
2.0,2.0,1.0,2.0,4.0,1.0,52.0,40.0,10.0,10.0,10.0,10.0,9.0,100.0,10.0
2.0,1.5,1.0,1.0,4.0,30.0,14.0,109.0,9.0,9.0,9.0,9.0,9.0,87.0,8.0
1.0,1.0,1.0,1.0,4.0,30.0,17.0,89.0,9.0,10.0,9.0,10.0,9.0,85.0,8.0
1.0,1.0,1.0,1.0,4.0,30.0,15.0,129.0,10.0,9.0,9.0,9.0,9.0,88.0,9.0
2.0,1.0,0.0,1.0,4.0,30.0,96.0,90.0,9.0,10.0,10.0,10.0,9.0,89.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,27.0,80.0,10.0,10.0,10.0,10.0,9.0,96.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,26.0,80.0,10.0,10.0,10.0,10.0,10.0,95.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,37.0,76.0,10.0,10.0,10.0,10.0,9.0,97.0,9.0
3.0,1.0,1.0,1.0,4.0,1.0,33.0,90.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
6.0,3.0,3.0,7.0,4.0,4.0,5.0,715.0,10.0,9.0,10.0,10.0,10.0,95.0,10.0
4.0,1.0,2.0,2.0,4.0,30.0,3.0,195.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,3.0,4.0,3.0,39.0,291.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
6.0,1.0,3.0,4.0,4.0,30.0,114.0,250.0,9.0,10.0,9.0,10.0,10.0,89.0,9.0
2.0,1.5,1.0,2.0,4.0,2.0,3.0,75.0,10.0,9.0,10.0,10.0,9.0,80.0,9.0
2.0,2.0,1.0,2.0,4.0,2.0,1.0,75.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
7.0,2.0,3.0,6.0,4.0,1.0,13.0,225.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
4.0,1.5,1.0,3.0,4.0,2.0,30.0,76.0,10.0,10.0,10.0,10.0,9.0,99.0,10.0
2.0,2.0,1.0,1.0,4.0,2.0,27.0,105.0,10.0,10.0,10.0,10.0,9.0,96.0,9.0
12.0,2.0,4.0,4.0,4.0,3.0,61.0,499.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
3.0,2.0,1.0,2.0,4.0,1.0,48.0,50.0,10.0,10.0,10.0,10.0,9.0,96.0,10.0
2.0,1.0,1.0,1.0,4.0,2.0,5.0,110.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
6.0,1.0,1.0,3.0,4.0,1.0,15.0,199.0,10.0,10.0,10.0,9.0,9.0,96.0,9.0
2.0,2.0,1.0,2.0,4.0,1.0,46.0,40.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,44.0,65.0,10.0,10.0,10.0,10.0,9.0,97.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,45.0,75.0,10.0,10.0,10.0,10.0,9.0,100.0,10.0
2.0,1.5,1.0,1.0,4.0,3.0,15.0,90.0,9.0,9.0,9.0,9.0,9.0,95.0,9.0
2.0,1.5,1.0,1.0,4.0,2.0,6.0,95.0,9.0,9.0,9.0,10.0,10.0,97.0,9.0
1.0,1.0,1.0,1.0,4.0,2.0,1.0,400.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.5,1.0,1.0,4.0,3.0,22.0,80.0,10.0,10.0,9.0,10.0,10.0,94.0,10.0
7.0,1.5,3.0,3.0,4.0,3.0,6.0,348.0,10.0,10.0,10.0,10.0,9.0,100.0,10.0
2.0,2.0,0.0,1.0,4.0,1.0,15.0,79.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,2.0,1.0,1.0,4.0,1.0,7.0,95.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,2.0,0.0,1.0,4.0,1.0,166.0,88.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,2.0,1.0,1.0,4.0,1.0,12.0,120.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,3.0,130.0,147.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,362.0,220.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,555.0,220.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,500.0,220.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,2.0,1.0,1.0,4.0,1.0,0.0,180.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,0.0,180.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,2.0,2.0,2.0,4.0,1.0,0.0,480.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,2.0,2.0,2.0,4.0,1.0,1.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.5,1.0,2.0,4.0,2.0,149.0,99.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
4.0,1.0,1.0,1.0,4.0,2.0,176.0,109.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
6.0,3.0,4.0,4.0,4.0,30.0,10.0,10000.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,30.0,0.0,4000.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,2.0,3.0,2.0,4.0,30.0,4.0,2500.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,245.0,95.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,265.0,80.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,50.0,95.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,51.0,90.0,10.0,10.0,10.0,10.0,9.0,96.0,9.0
8.0,1.0,3.0,3.0,4.0,31.0,103.0,220.0,10.0,10.0,10.0,10.0,9.0,96.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,57.0,100.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,51.0,80.0,10.0,10.0,10.0,10.0,9.0,96.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,223.0,100.0,10.0,10.0,10.0,10.0,9.0,97.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,235.0,90.0,10.0,10.0,10.0,10.0,9.0,97.0,9.0
3.0,1.0,1.0,2.0,4.0,30.0,251.0,101.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,1.0,15.0,150.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,4.0,4.0,0.0,100.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,2.0,2.0,3.0,4.0,5.0,3.0,300.0,10.0,10.0,10.0,10.0,10.0,100.0,9.0
3.0,1.5,1.0,2.0,4.0,30.0,17.0,90.0,9.0,9.0,9.0,9.0,9.0,92.0,9.0
2.0,1.5,1.0,1.0,4.0,30.0,21.0,80.0,10.0,9.0,8.0,9.0,9.0,89.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,177.0,100.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
8.0,2.0,2.0,4.0,4.0,2.0,67.0,250.0,9.0,10.0,10.0,10.0,9.0,95.0,9.0
4.0,1.0,1.0,2.0,4.0,2.0,106.0,100.0,10.0,10.0,10.0,10.0,9.0,96.0,10.0
3.0,1.0,1.0,2.0,4.0,1.0,16.0,67.0,9.0,10.0,10.0,10.0,9.0,94.0,9.0
2.0,1.0,1.0,1.0,4.0,1.0,20.0,60.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
3.0,1.0,1.0,2.0,4.0,1.0,47.0,85.0,10.0,10.0,10.0,10.0,9.0,94.0,9.0
6.0,1.5,2.0,4.0,4.0,30.0,1.0,250.0,10.0,8.0,10.0,10.0,10.0,100.0,10.0
4.0,1.5,1.0,3.0,4.0,30.0,26.0,100.0,9.0,9.0,9.0,10.0,9.0,91.0,9.0
1.0,1.0,0.0,1.0,4.0,2.0,8.0,56.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
4.0,1.0,2.0,3.0,4.0,2.0,112.0,105.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,4.0,3.0,20.0,120.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,1.0,3.0,3.0,4.0,3.0,9.0,350.0,9.0,10.0,10.0,10.0,9.0,98.0,9.0
6.0,2.5,3.0,3.0,4.0,2.0,10.0,1100.0,10.0,10.0,10.0,10.0,9.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,3.0,146.0,225.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.5,1.0,0.0,4.0,2.0,87.0,165.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
12.0,3.5,4.0,8.0,4.0,2.0,7.0,1850.0,10.0,10.0,9.0,10.0,10.0,100.0,10.0
6.0,1.0,2.0,4.0,4.0,1.0,12.0,275.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,4.0,3.0,11.0,150.0,10.0,10.0,9.0,10.0,9.0,95.0,9.0
2.0,1.0,1.0,1.0,4.0,2.0,44.0,140.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
3.0,1.0,1.0,2.0,5.0,1.0,135.0,59.0,9.0,9.0,9.0,9.0,8.0,86.0,9.0
3.0,1.0,1.0,2.0,5.0,1.0,108.0,68.0,9.0,9.0,8.0,9.0,8.0,86.0,9.0
4.0,1.0,1.0,2.0,5.0,1.0,106.0,78.0,9.0,9.0,8.0,9.0,8.0,82.0,9.0
4.0,1.0,1.0,2.0,5.0,1.0,179.0,68.0,9.0,9.0,9.0,9.0,8.0,87.0,9.0
3.0,1.0,1.0,2.0,5.0,1.0,180.0,78.0,9.0,10.0,9.0,9.0,8.0,87.0,9.0
4.0,1.0,1.0,1.0,5.0,1.0,0.0,50.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,1.0,2.0,5.0,1.0,0.0,50.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
8.0,3.0,4.0,4.0,5.0,2.0,5.0,350.0,10.0,10.0,10.0,10.0,7.0,92.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,3.0,50.0,10.0,10.0,10.0,10.0,9.0,100.0,9.0
4.0,1.0,0.0,1.0,5.0,1.0,0.0,50.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,3.0,48.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
5.0,2.0,3.0,3.0,5.0,30.0,5.0,249.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
3.0,1.0,1.0,0.0,5.0,30.0,21.0,149.0,10.0,9.0,9.0,10.0,9.0,90.0,9.0
8.0,2.0,3.0,4.0,5.0,2.0,2.0,699.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,5.0,2.0,59.0,75.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
2.0,1.0,1.0,1.0,5.0,2.0,61.0,60.0,10.0,10.0,10.0,10.0,9.0,97.0,10.0
6.0,1.0,4.0,0.0,5.0,2.0,67.0,250.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
1.0,1.0,1.0,1.0,5.0,3.0,57.0,119.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
10.0,2.0,4.0,7.0,5.0,2.0,13.0,899.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
1.0,2.0,1.0,1.0,5.0,30.0,6.0,59.0,9.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,2.0,1.0,1.0,5.0,30.0,12.0,39.0,9.0,9.0,9.0,9.0,9.0,88.0,9.0
2.0,1.5,1.0,1.0,5.0,3.0,53.0,95.0,9.0,10.0,9.0,10.0,10.0,93.0,9.0
2.0,1.5,1.0,1.0,5.0,2.0,20.0,109.0,10.0,10.0,9.0,10.0,10.0,96.0,9.0
2.0,1.5,1.0,2.0,5.0,3.0,17.0,80.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
2.0,1.5,1.0,1.0,5.0,3.0,30.0,100.0,9.0,9.0,8.0,9.0,10.0,93.0,9.0
2.0,1.0,1.0,1.0,5.0,30.0,18.0,10.0,10.0,10.0,9.0,10.0,10.0,91.0,9.0
4.0,1.0,1.0,2.0,5.0,3.0,0.0,425.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
3.0,1.0,0.0,1.0,5.0,30.0,86.0,200.0,10.0,10.0,10.0,10.0,9.0,98.0,9.0
1.0,2.0,1.0,1.0,5.0,30.0,4.0,39.0,10.0,10.0,9.0,10.0,9.0,100.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,50.0,61.0,9.0,9.0,9.0,9.0,9.0,88.0,9.0
6.0,2.0,3.0,3.0,5.0,1.0,21.0,206.0,9.0,9.0,7.0,9.0,9.0,85.0,9.0
2.0,1.0,1.0,1.0,5.0,1.0,114.0,65.0,9.0,9.0,8.0,9.0,9.0,82.0,8.0
2.0,1.0,1.0,1.0,5.0,1.0,41.0,69.0,9.0,9.0,8.0,9.0,9.0,88.0,9.0
5.0,1.0,2.0,2.0,5.0,1.0,65.0,183.0,9.0,10.0,8.0,10.0,9.0,86.0,8.0
2.0,0.0,1.0,2.0,5.0,2.0,30.0,125.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
6.0,2.0,3.0,4.0,5.0,2.0,10.0,350.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
6.0,2.0,2.0,4.0,5.0,2.0,35.0,300.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,0.0,1.0,1.0,5.0,2.0,33.0,125.0,10.0,10.0,9.0,10.0,10.0,97.0,10.0
3.0,1.0,1.0,2.0,5.0,1.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
11.0,3.5,4.0,7.0,5.0,2.0,1.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,24.0,69.0,9.0,10.0,10.0,10.0,9.0,95.0,9.0
8.0,2.0,2.0,4.0,5.0,1.0,14.0,160.0,9.0,10.0,9.0,10.0,9.0,91.0,9.0
2.0,1.0,1.0,1.0,5.0,1.0,32.0,65.0,9.0,10.0,10.0,10.0,9.0,95.0,9.0
5.0,4.0,1.0,1.0,5.0,2.0,7.0,45.0,9.0,10.0,8.0,10.0,10.0,86.0,10.0
5.0,4.0,1.0,1.0,5.0,2.0,2.0,45.0,10.0,10.0,9.0,10.0,9.0,100.0,10.0
5.0,4.0,1.0,5.0,5.0,2.0,5.0,45.0,10.0,10.0,8.0,9.0,9.0,80.0,8.0
1.0,1.5,1.0,1.0,5.0,1.0,98.0,99.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
2.0,1.0,1.0,1.0,5.0,1.0,21.0,99.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,129.0,149.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
2.0,1.0,1.0,1.0,5.0,1.0,2.0,71.0,10.0,10.0,7.0,10.0,10.0,90.0,9.0
2.0,1.0,1.0,2.0,5.0,1.0,1.0,65.0,10.0,10.0,4.0,10.0,10.0,40.0,4.0
2.0,1.0,0.0,1.0,5.0,30.0,9.0,149.0,10.0,10.0,10.0,10.0,10.0,95.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,30.0,69.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,36.0,69.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,30.0,69.0,10.0,10.0,9.0,10.0,10.0,92.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,24.0,69.0,10.0,10.0,9.0,10.0,10.0,94.0,9.0
4.0,1.0,1.0,0.0,5.0,30.0,71.0,250.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,5.0,3.0,20.0,110.0,10.0,10.0,10.0,10.0,8.0,96.0,10.0
2.0,1.0,1.0,1.0,5.0,3.0,16.0,85.0,9.0,10.0,10.0,10.0,9.0,94.0,9.0
8.0,2.0,4.0,5.0,5.0,5.0,17.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,543.0,79.0,9.0,10.0,10.0,10.0,9.0,95.0,9.0
2.0,1.0,1.0,1.0,5.0,1.0,472.0,69.0,9.0,10.0,10.0,10.0,9.0,95.0,9.0
2.0,2.0,1.0,1.0,5.0,2.0,9.0,65.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,2.0,1.0,1.0,5.0,2.0,8.0,65.0,10.0,10.0,9.0,10.0,10.0,95.0,10.0
3.0,2.0,1.0,1.0,5.0,2.0,3.0,70.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,2.0,1.0,1.0,5.0,2.0,14.0,80.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
1.0,2.5,1.0,1.0,5.0,30.0,25.0,75.0,10.0,10.0,9.0,10.0,9.0,96.0,9.0
3.0,1.0,1.0,2.0,5.0,31.0,1.0,115.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,1.5,3.0,5.0,5.0,30.0,5.0,175.0,8.0,8.0,9.0,9.0,10.0,80.0,8.0
2.0,1.0,0.0,1.0,5.0,3.0,1.0,245.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,2.0,5.0,1.0,4.0,99.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,2.0,1.0,1.0,5.0,1.0,6.0,125.0,10.0,10.0,9.0,10.0,8.0,93.0,9.0
6.0,2.0,3.0,4.0,5.0,1.0,18.0,225.0,10.0,10.0,10.0,10.0,10.0,94.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,7.0,99.0,10.0,10.0,10.0,9.0,10.0,97.0,9.0
2.0,1.0,1.0,2.0,5.0,30.0,31.0,4798.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,2.0,5.0,1.0,1.0,65.0,8.0,2.0,8.0,8.0,10.0,40.0,6.0
4.0,1.0,1.0,3.0,5.0,1.0,0.0,80.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,5.0,2.0,12.0,150.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
1.0,3.0,1.0,1.0,5.0,1.0,147.0,44.0,10.0,10.0,10.0,10.0,9.0,93.0,9.0
1.0,3.0,1.0,1.0,5.0,1.0,111.0,47.0,10.0,10.0,9.0,10.0,9.0,93.0,9.0
2.0,3.0,1.0,1.0,5.0,1.0,72.0,46.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
2.0,1.0,1.0,1.0,5.0,5.0,223.0,79.0,10.0,10.0,9.0,10.0,10.0,96.0,10.0
4.0,1.0,1.0,2.0,5.0,1.0,108.0,94.0,10.0,10.0,10.0,10.0,9.0,96.0,9.0
8.0,2.0,2.0,8.0,5.0,1.0,68.0,244.0,10.0,10.0,10.0,10.0,9.0,95.0,9.0
3.0,3.0,2.0,2.0,5.0,30.0,27.0,140.0,10.0,10.0,10.0,10.0,10.0,94.0,9.0
2.0,1.5,1.0,1.0,5.0,1.0,27.0,110.0,9.0,10.0,9.0,10.0,10.0,91.0,9.0
2.0,2.0,1.0,1.0,5.0,30.0,0.0,144.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,2.0,1.0,1.0,5.0,30.0,147.0,125.0,10.0,10.0,9.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,5.0,30.0,116.0,125.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,5.0,1.0,86.0,95.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
3.0,1.0,1.0,2.0,5.0,2.0,28.0,188.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
